i,e,c,p,l,real,predict
i41,e12,c1,p18,l3,0,0
i41,e12,c1,p19,l3,0,0
i41,e12,c1,p20,l3,0,0
i41,e12,c1,p21,l3,0,0
i41,e12,c1,p22,l3,0,0
i41,e12,c1,p23,l3,0,0
i41,e12,c1,p24,l3,0,0
i41,e12,c1,p25,l3,0,0
i41,e12,c1,p26,l3,0,0
i41,e12,c1,p28,l3,0,0
i41,e12,c1,p29,l3,0,0
i41,e12,c1,p31,l3,0,0
i41,e12,c1,p32,l3,0,0
i41,e12,c1,p35,l3,0,0
i41,e12,c4,p01,l3,0,0
i41,e13,c1,p01,l3,0,0
i41,e13,c1,p02,l3,0,0
i41,e13,c1,p03,l3,0,0
i41,e13,c1,p04,l3,0,0
i41,e13,c1,p05,l3,0,0
i41,e13,c1,p06,l3,0,0
i41,e13,c1,p07,l3,0,0
i41,e13,c1,p08,l3,0,0
i41,e13,c1,p09,l3,0,0
i41,e13,c1,p10,l3,0,0
i41,e13,c1,p11,l3,0,0
i41,e13,c1,p12,l3,0,0
i41,e13,c1,p13,l3,0,0
i41,e13,c1,p14,l3,0,0
i41,e13,c1,p15,l3,0,0
i41,e13,c1,p16,l3,0,0
i41,e13,c1,p17,l3,0,0
i41,e13,c1,p18,l3,0,0
i41,e13,c1,p19,l3,0,0
i41,e13,c1,p20,l3,0,0
i41,e13,c1,p21,l3,0,0
i41,e13,c1,p22,l3,0,0
i41,e13,c1,p23,l3,0,0
i41,e13,c1,p24,l3,0,0
i41,e13,c1,p25,l3,0,0
i41,e13,c1,p26,l3,0,0
i41,e13,c1,p28,l3,0,0
i41,e13,c1,p29,l3,0,0
i41,e13,c1,p31,l3,0,0
i41,e13,c1,p32,l3,0,0
i41,e13,c1,p35,l3,0,0
i41,e13,c7,p35,l3,0,0
i42,e01,c5,p02,l3,0,0
i42,e01,c5,p08,l3,0,0
i42,e01,c5,p15,l3,0,0
i42,e01,c5,p19,l3,0,0
i42,e02,c3,p01,l3,0,0
i42,e02,c3,p02,l3,0,0
i42,e02,c3,p03,l3,0,0
i42,e02,c3,p04,l3,0,0
i42,e02,c3,p05,l3,0,0
i42,e02,c3,p06,l3,0,0
i42,e02,c3,p07,l3,0,0
i42,e02,c3,p08,l3,0,0
i42,e02,c3,p09,l3,0,0
i42,e02,c3,p10,l3,0,0
i42,e02,c3,p11,l3,0,0
i42,e02,c3,p12,l3,0,0
i42,e02,c3,p13,l3,0,0
i42,e02,c3,p14,l3,0,0
i42,e02,c3,p15,l3,0,0
i42,e02,c3,p16,l3,0,0
i42,e02,c3,p17,l3,0,0
i42,e02,c3,p18,l3,0,0
i42,e02,c3,p19,l3,0,0
i42,e02,c3,p20,l3,0,0
i42,e02,c3,p21,l3,0,0
i42,e02,c3,p22,l3,0,0
i42,e02,c3,p23,l3,0,0
i42,e02,c3,p24,l3,0,0
i42,e02,c3,p25,l3,0,0
i42,e02,c3,p26,l3,0,0
i42,e02,c3,p27,l3,0,0
i42,e02,c3,p28,l3,0,0
i42,e02,c3,p29,l3,0,0
i42,e02,c3,p30,l3,0,0
i42,e02,c3,p31,l3,0,0
i42,e02,c3,p32,l3,0,0
i42,e02,c3,p35,l3,0,0
i42,e02,c5,p01,l3,0,0
i42,e02,c5,p02,l3,0,0
i42,e02,c5,p03,l3,0,0
i42,e02,c5,p04,l3,0,0
i42,e02,c5,p05,l3,0,0
i42,e02,c5,p06,l3,1,1
i42,e02,c5,p07,l3,0,0
i42,e02,c5,p08,l3,0,0
i42,e02,c5,p09,l3,0,0
i42,e02,c5,p10,l3,0,0
i42,e02,c5,p11,l3,0,0
i42,e02,c5,p12,l3,0,0
i42,e02,c5,p13,l3,0,0
i42,e02,c5,p14,l3,0,0
i42,e02,c5,p15,l3,0,0
i42,e02,c5,p16,l3,0,0
i42,e02,c5,p17,l3,0,0
i42,e02,c5,p18,l3,0,0
i42,e02,c5,p19,l3,2,2
i42,e02,c5,p20,l3,1,1
i42,e02,c5,p21,l3,1,1
i42,e02,c5,p22,l3,0,0
i42,e02,c5,p23,l3,0,0
i42,e02,c5,p24,l3,1,1
i42,e02,c5,p25,l3,0,0
i42,e02,c5,p26,l3,0,0
i42,e02,c5,p27,l3,0,0
i42,e02,c5,p28,l3,0,0
i42,e02,c5,p29,l3,0,0
i42,e02,c5,p30,l3,0,0
i42,e02,c5,p31,l3,0,0
i42,e02,c5,p32,l3,1,1
i42,e02,c5,p33,l3,0,0
i42,e02,c5,p35,l3,0,0
i42,e04,c3,p19,l3,0,0
i42,e04,c5,p01,l3,0,0
i42,e04,c5,p02,l3,0,0
i42,e04,c5,p03,l3,0,0
i42,e04,c5,p04,l3,0,0
i42,e04,c5,p07,l3,0,0
i42,e04,c5,p10,l3,0,0
i42,e04,c5,p15,l3,0,0
i42,e04,c5,p19,l3,0,0
i42,e04,c5,p21,l3,0,0
i42,e04,c5,p28,l3,0,0
i42,e05,c3,p01,l3,0,0
i42,e05,c3,p02,l3,0,0
i42,e05,c3,p03,l3,0,0
i42,e05,c3,p04,l3,0,0
i42,e05,c3,p05,l3,0,0
i42,e05,c3,p06,l3,0,0
i42,e05,c3,p07,l3,0,0
i42,e05,c3,p08,l3,0,0
i42,e05,c3,p09,l3,34,34
i42,e05,c3,p10,l3,3,3
i42,e05,c3,p11,l3,0,0
i42,e05,c3,p12,l3,0,0
i42,e05,c3,p13,l3,0,0
i42,e05,c3,p14,l3,0,0
i42,e05,c3,p15,l3,0,0
i42,e05,c3,p16,l3,0,0
i42,e05,c3,p17,l3,0,0
i42,e05,c3,p18,l3,0,0
i42,e05,c3,p19,l3,1,1
i42,e05,c3,p20,l3,0,0
i42,e05,c3,p21,l3,0,0
i42,e05,c3,p22,l3,0,0
i42,e05,c3,p23,l3,16,18
i42,e05,c3,p24,l3,1,1
i42,e05,c3,p25,l3,0,0
i42,e05,c3,p26,l3,0,0
i42,e05,c3,p27,l3,0,0
i42,e05,c3,p28,l3,0,0
i42,e05,c3,p29,l3,0,0
i42,e05,c3,p30,l3,0,0
i42,e05,c3,p31,l3,0,0
i42,e05,c3,p32,l3,0,0
i42,e05,c3,p33,l3,0,0
i42,e05,c3,p35,l3,0,0
i42,e05,c5,p01,l3,1,1
i42,e05,c5,p02,l3,3,3
i42,e05,c5,p03,l3,2,2
i42,e05,c5,p04,l3,2,2
i42,e05,c5,p05,l3,0,0
i42,e05,c5,p06,l3,4,4
i42,e05,c5,p07,l3,1,1
i42,e05,c5,p08,l3,0,0
i42,e05,c5,p09,l3,1,1
i42,e05,c5,p10,l3,3,3
i42,e05,c5,p11,l3,3,3
i42,e05,c5,p12,l3,3,3
i42,e05,c5,p13,l3,3,3
i42,e05,c5,p14,l3,11,11
i42,e05,c5,p15,l3,13,13
i42,e05,c5,p16,l3,3,3
i42,e05,c5,p17,l3,11,11
i42,e05,c5,p18,l3,2,2
i42,e05,c5,p19,l3,7,7
i42,e05,c5,p20,l3,4,4
i42,e05,c5,p21,l3,3,3
i42,e05,c5,p22,l3,4,4
i42,e05,c5,p23,l3,0,0
i42,e05,c5,p24,l3,1,1
i42,e05,c5,p25,l3,0,0
i42,e05,c5,p26,l3,0,0
i42,e05,c5,p27,l3,0,0
i42,e05,c5,p28,l3,1,1
i42,e05,c5,p29,l3,3,3
i42,e05,c5,p30,l3,0,0
i42,e05,c5,p31,l3,0,0
i42,e05,c5,p32,l3,1,1
i42,e05,c5,p33,l3,0,0
i42,e05,c5,p35,l3,14,13
i42,e05,c8,p10,l3,0,0
i42,e05,c8,p15,l3,0,0
i42,e05,c8,p32,l3,0,0
i42,e08,c5,p01,l3,0,0
i42,e08,c5,p02,l3,0,0
i42,e08,c5,p03,l3,0,0
i42,e08,c5,p04,l3,0,0
i42,e08,c5,p05,l3,0,0
i42,e08,c5,p06,l3,0,0
i42,e08,c5,p07,l3,0,0
i42,e08,c5,p09,l3,0,0
i42,e08,c5,p10,l3,0,0
i42,e08,c5,p11,l3,0,0
i42,e08,c5,p12,l3,0,0
i42,e08,c5,p13,l3,0,0
i42,e08,c5,p14,l3,0,0
i42,e08,c5,p15,l3,0,0
i42,e08,c5,p16,l3,0,0
i42,e08,c5,p17,l3,0,0
i42,e08,c5,p18,l3,0,0
i42,e08,c5,p19,l3,0,0
i42,e08,c5,p20,l3,0,0
i42,e08,c5,p21,l3,0,0
i42,e08,c5,p22,l3,0,0
i42,e08,c5,p23,l3,0,0
i42,e08,c5,p28,l3,0,0
i42,e08,c5,p29,l3,0,0
i42,e08,c5,p35,l3,0,0
i42,e09,c3,p35,l3,0,0
i42,e09,c5,p01,l3,0,0
i42,e09,c5,p05,l3,0,0
i42,e09,c5,p07,l3,0,0
i42,e09,c5,p15,l3,0,0
i42,e09,c5,p18,l3,0,0
i42,e12,c3,p01,l3,0,0
i42,e12,c3,p02,l3,0,0
i42,e12,c3,p03,l3,0,0
i42,e12,c3,p04,l3,0,0
i42,e12,c3,p05,l3,0,0
i42,e12,c3,p06,l3,0,0
i42,e12,c3,p07,l3,0,0
i42,e12,c3,p08,l3,0,0
i42,e12,c3,p09,l3,0,0
i42,e12,c3,p10,l3,0,0
i42,e12,c3,p11,l3,0,0
i42,e12,c3,p12,l3,0,0
i42,e12,c3,p13,l3,0,0
i42,e12,c3,p15,l3,0,0
i42,e12,c3,p16,l3,0,0
i42,e12,c3,p17,l3,0,0
i42,e12,c3,p18,l3,0,0
i42,e12,c3,p19,l3,0,0
i42,e12,c3,p20,l3,0,0
i42,e12,c3,p22,l3,0,0
i42,e12,c3,p23,l3,0,0
i42,e12,c3,p24,l3,0,0
i42,e12,c3,p25,l3,0,0
i42,e12,c3,p26,l3,0,0
i42,e12,c3,p29,l3,0,0
i42,e12,c3,p31,l3,0,0
i42,e12,c3,p35,l3,0,0
i42,e12,c5,p01,l3,0,0
i42,e12,c5,p02,l3,0,0
i42,e12,c5,p03,l3,0,0
i42,e12,c5,p04,l3,0,0
i42,e12,c5,p05,l3,0,0
i42,e12,c5,p06,l3,0,0
i42,e12,c5,p07,l3,0,0
i42,e12,c5,p08,l3,0,0
i42,e12,c5,p09,l3,0,0
i42,e12,c5,p10,l3,0,0
i42,e12,c5,p11,l3,0,0
i42,e12,c5,p12,l3,0,0
i42,e12,c5,p13,l3,0,0
i42,e12,c5,p14,l3,0,0
i42,e12,c5,p15,l3,0,0
i42,e12,c5,p16,l3,0,0
i42,e12,c5,p17,l3,0,0
i42,e12,c5,p18,l3,0,0
i42,e12,c5,p19,l3,0,0
i42,e12,c5,p20,l3,0,0
i42,e12,c5,p21,l3,0,0
i42,e12,c5,p22,l3,0,0
i42,e12,c5,p23,l3,0,0
i42,e12,c5,p24,l3,0,0
i42,e12,c5,p25,l3,0,0
i42,e12,c5,p26,l3,0,0
i42,e12,c5,p28,l3,0,0
i42,e12,c5,p29,l3,0,0
i42,e12,c5,p30,l3,0,0
i42,e12,c5,p31,l3,0,0
i42,e12,c5,p32,l3,0,0
i42,e12,c5,p33,l3,0,0
i42,e12,c5,p35,l3,0,0
i43,e01,c1,p01,l3,0,0
i43,e01,c1,p02,l3,0,0
i43,e01,c1,p03,l3,0,0
i43,e01,c1,p04,l3,1,1
i43,e01,c1,p05,l3,0,0
i43,e01,c1,p06,l3,0,0
i43,e01,c1,p07,l3,9,8
i43,e01,c1,p08,l3,0,0
i43,e01,c1,p09,l3,0,0
i43,e01,c1,p10,l3,4,4
i43,e01,c1,p11,l3,0,0
i43,e01,c1,p12,l3,3,3
i43,e01,c1,p13,l3,0,0
i43,e01,c1,p14,l3,0,0
i43,e01,c1,p15,l3,0,0
i43,e01,c1,p16,l3,0,0
i43,e01,c1,p17,l3,0,0
i43,e01,c1,p18,l3,0,0
i43,e01,c1,p19,l3,0,0
i43,e01,c1,p20,l3,0,0
i43,e01,c1,p21,l3,0,0
i43,e01,c1,p22,l3,0,0
i43,e01,c1,p23,l3,0,0
i43,e01,c1,p24,l3,0,0
i43,e01,c1,p25,l3,0,0
i43,e01,c1,p26,l3,0,0
i43,e01,c1,p28,l3,0,0
i43,e01,c1,p29,l3,6,6
i43,e01,c1,p30,l3,0,0
i43,e01,c1,p31,l3,0,0
i43,e01,c1,p32,l3,0,0
i43,e01,c1,p33,l3,0,0
i43,e01,c1,p35,l3,6,6
i43,e01,c4,p01,l3,0,0
i43,e01,c4,p02,l3,0,0
i43,e01,c4,p03,l3,0,0
i43,e01,c4,p04,l3,0,0
i43,e01,c4,p05,l3,0,0
i43,e01,c4,p06,l3,0,0
i43,e01,c4,p07,l3,0,0
i43,e01,c4,p09,l3,0,0
i43,e01,c4,p10,l3,0,0
i43,e01,c4,p11,l3,0,0
i43,e01,c4,p12,l3,0,0
i43,e01,c4,p13,l3,0,0
i43,e01,c4,p15,l3,0,0
i43,e01,c4,p16,l3,0,0
i43,e01,c4,p17,l3,0,0
i43,e01,c4,p18,l3,0,0
i43,e01,c4,p19,l3,0,0
i43,e01,c4,p21,l3,0,0
i43,e01,c4,p22,l3,0,0
i43,e01,c4,p24,l3,0,0
i43,e01,c4,p25,l3,0,0
i43,e01,c4,p26,l3,0,0
i43,e01,c4,p28,l3,0,0
i43,e01,c4,p29,l3,0,0
i43,e01,c4,p32,l3,0,0
i43,e01,c4,p35,l3,0,0
i43,e01,c7,p07,l3,0,0
i43,e01,c7,p12,l3,0,0
i43,e01,c7,p19,l3,0,0
i43,e01,c7,p35,l3,0,0
i43,e03,c1,p01,l3,0,0
i43,e03,c1,p02,l3,0,0
i43,e03,c1,p03,l3,0,0
i43,e03,c1,p04,l3,1,1
i43,e03,c1,p05,l3,0,0
i43,e03,c1,p06,l3,0,0
i43,e03,c1,p07,l3,1,1
i43,e03,c1,p08,l3,0,0
i43,e03,c1,p09,l3,0,0
i43,e03,c1,p10,l3,0,0
i43,e03,c1,p11,l3,0,0
i43,e03,c1,p12,l3,0,0
i43,e03,c1,p13,l3,0,0
i43,e03,c1,p14,l3,0,0
i43,e03,c1,p15,l3,0,0
i43,e03,c1,p16,l3,0,0
i43,e03,c1,p17,l3,0,0
i43,e03,c1,p18,l3,0,0
i43,e03,c1,p19,l3,0,0
i43,e03,c1,p20,l3,0,0
i43,e03,c1,p21,l3,0,0
i43,e03,c1,p22,l3,0,0
i43,e03,c1,p23,l3,0,0
i43,e03,c1,p24,l3,0,0
i43,e03,c1,p25,l3,0,0
i43,e03,c1,p26,l3,0,0
i43,e03,c1,p28,l3,0,0
i43,e03,c1,p29,l3,0,0
i43,e03,c1,p31,l3,0,0
i43,e03,c1,p32,l3,0,0
i43,e03,c1,p35,l3,0,0
i43,e03,c4,p01,l3,0,0
i43,e03,c4,p02,l3,0,0
i43,e03,c4,p03,l3,0,0
i43,e03,c4,p04,l3,0,0
i43,e03,c4,p05,l3,0,0
i43,e03,c4,p06,l3,0,0
i43,e03,c4,p07,l3,0,0
i43,e03,c4,p09,l3,0,0
i43,e03,c4,p10,l3,0,0
i43,e03,c4,p11,l3,0,0
i43,e03,c4,p12,l3,0,0
i43,e03,c4,p13,l3,0,0
i43,e03,c4,p14,l3,0,0
i43,e03,c4,p17,l3,0,0
i43,e03,c4,p18,l3,0,0
i43,e03,c4,p19,l3,0,0
i43,e03,c4,p21,l3,0,0
i43,e03,c4,p25,l3,0,0
i43,e03,c4,p29,l3,0,0
i43,e03,c4,p35,l3,0,0
i43,e04,c1,p01,l3,9,9
i43,e04,c1,p02,l3,2,2
i43,e04,c1,p03,l3,0,0
i43,e04,c1,p04,l3,0,0
i43,e04,c1,p05,l3,1,1
i43,e04,c1,p06,l3,0,0
i43,e04,c1,p07,l3,2,2
i43,e04,c1,p08,l3,0,0
i43,e04,c1,p09,l3,0,0
i43,e04,c1,p10,l3,4,4
i43,e04,c1,p11,l3,0,0
i43,e04,c1,p12,l3,1,1
i43,e04,c1,p13,l3,0,0
i43,e04,c1,p14,l3,0,0
i43,e04,c1,p15,l3,0,0
i43,e04,c1,p16,l3,0,0
i43,e04,c1,p17,l3,0,0
i43,e04,c1,p18,l3,0,0
i43,e04,c1,p19,l3,0,0
i43,e04,c1,p20,l3,0,0
i43,e04,c1,p21,l3,0,0
i43,e04,c1,p22,l3,0,0
i43,e04,c1,p23,l3,0,0
i43,e04,c1,p24,l3,0,0
i43,e04,c1,p25,l3,0,0
i43,e04,c1,p26,l3,0,0
i43,e04,c1,p28,l3,0,0
i43,e04,c1,p29,l3,1,1
i43,e04,c1,p30,l3,0,0
i43,e04,c1,p31,l3,0,0
i43,e04,c1,p32,l3,0,0
i43,e04,c1,p33,l3,0,0
i43,e04,c1,p35,l3,0,0
i43,e04,c4,p01,l3,0,0
i43,e04,c4,p02,l3,0,0
i43,e04,c4,p03,l3,0,0
i43,e04,c4,p04,l3,0,0
i43,e04,c4,p05,l3,0,0
i43,e04,c4,p06,l3,0,0
i43,e04,c4,p07,l3,0,0
i43,e04,c4,p09,l3,0,0
i43,e04,c4,p10,l3,0,0
i43,e04,c4,p11,l3,0,0
i43,e04,c4,p12,l3,0,0
i43,e04,c4,p13,l3,0,0
i43,e04,c4,p14,l3,0,0
i43,e04,c4,p15,l3,0,0
i43,e04,c4,p16,l3,0,0
i43,e04,c4,p17,l3,0,0
i43,e04,c4,p19,l3,0,0
i43,e04,c4,p21,l3,0,0
i43,e04,c4,p22,l3,0,0
i43,e04,c4,p24,l3,0,0
i43,e04,c4,p25,l3,0,0
i43,e04,c4,p28,l3,0,0
i43,e04,c4,p29,l3,0,0
i43,e04,c4,p35,l3,0,0
i43,e04,c7,p12,l3,0,0
i43,e04,c7,p19,l3,0,0
i43,e04,c7,p35,l3,0,0
i43,e05,c1,p01,l3,0,0
i43,e05,c1,p02,l3,0,0
i43,e05,c1,p03,l3,0,0
i43,e05,c1,p04,l3,0,0
i43,e05,c1,p05,l3,0,0
i43,e05,c1,p06,l3,0,0
i43,e05,c1,p07,l3,0,0
i43,e05,c1,p08,l3,0,0
i43,e05,c1,p09,l3,0,0
i43,e05,c1,p10,l3,0,0
i43,e05,c1,p11,l3,0,0
i43,e05,c1,p12,l3,0,0
i43,e05,c1,p13,l3,0,0
i43,e05,c1,p14,l3,0,0
i43,e05,c1,p15,l3,0,0
i43,e05,c1,p16,l3,0,0
i43,e05,c1,p17,l3,0,0
i43,e05,c1,p18,l3,0,0
i43,e05,c1,p19,l3,0,0
i43,e05,c1,p20,l3,0,0
i43,e05,c1,p21,l3,0,0
i43,e05,c1,p22,l3,0,0
i43,e05,c1,p23,l3,0,0
i43,e05,c1,p24,l3,0,0
i43,e05,c1,p25,l3,0,0
i43,e05,c1,p26,l3,0,0
i43,e05,c1,p28,l3,0,0
i43,e05,c1,p29,l3,0,0
i43,e05,c1,p31,l3,0,0
i43,e05,c1,p32,l3,0,0
i43,e05,c1,p35,l3,0,0
i43,e05,c4,p35,l3,0,0
i43,e06,c1,p01,l3,0,0
i43,e06,c1,p10,l3,0,0
i43,e07,c1,p01,l3,0,0
i43,e07,c1,p02,l3,0,0
i43,e07,c1,p03,l3,0,0
i43,e07,c1,p04,l3,0,0
i43,e07,c1,p05,l3,0,0
i43,e07,c1,p06,l3,0,0
i43,e07,c1,p07,l3,0,0
i43,e07,c1,p08,l3,0,0
i43,e07,c1,p09,l3,0,0
i43,e07,c1,p10,l3,0,0
i43,e07,c1,p11,l3,0,0
i43,e07,c1,p12,l3,0,0
i43,e07,c1,p13,l3,0,0
i43,e07,c1,p14,l3,0,0
i43,e07,c1,p15,l3,0,0
i43,e07,c1,p16,l3,0,0
i43,e07,c1,p17,l3,0,0
i43,e07,c1,p18,l3,0,0
i43,e07,c1,p19,l3,0,0
i43,e07,c1,p20,l3,0,0
i43,e07,c1,p21,l3,0,0
i43,e07,c1,p22,l3,0,0
i43,e07,c1,p23,l3,0,0
i43,e07,c1,p24,l3,0,0
i43,e07,c1,p25,l3,0,0
i43,e07,c1,p26,l3,0,0
i43,e07,c1,p28,l3,0,0
i43,e07,c1,p29,l3,0,0
i43,e07,c1,p31,l3,0,0
i43,e07,c1,p32,l3,0,0
i43,e07,c1,p35,l3,0,0
i43,e07,c4,p07,l3,0,0
i43,e07,c4,p09,l3,0,0
i43,e07,c4,p10,l3,0,0
i43,e07,c4,p17,l3,0,0
i43,e07,c4,p19,l3,0,0
i43,e08,c1,p01,l3,2,2
i43,e08,c1,p02,l3,7,7
i43,e08,c1,p03,l3,4,4
i43,e08,c1,p04,l3,0,0
i43,e08,c1,p05,l3,0,0
i43,e08,c1,p06,l3,0,0
i43,e08,c1,p07,l3,1,1
i43,e08,c1,p08,l3,0,0
i43,e08,c1,p09,l3,0,0
i43,e08,c1,p10,l3,3,3
i43,e08,c1,p11,l3,0,0
i43,e08,c1,p12,l3,10,10
i43,e08,c1,p13,l3,0,0
i43,e08,c1,p14,l3,0,0
i43,e08,c1,p15,l3,0,0
i43,e08,c1,p16,l3,0,0
i43,e08,c1,p17,l3,0,0
i43,e08,c1,p18,l3,0,0
i43,e08,c1,p19,l3,0,0
i43,e08,c1,p20,l3,0,0
i43,e08,c1,p21,l3,2,2
i43,e08,c1,p22,l3,0,0
i43,e08,c1,p23,l3,0,0
i43,e08,c1,p24,l3,0,0
i43,e08,c1,p25,l3,0,0
i43,e08,c1,p26,l3,0,0
i43,e08,c1,p28,l3,0,0
i43,e08,c1,p29,l3,0,0
i43,e08,c1,p30,l3,0,0
i43,e08,c1,p31,l3,0,0
i43,e08,c1,p32,l3,0,0
i43,e08,c1,p33,l3,0,0
i43,e08,c1,p35,l3,0,0
i43,e08,c4,p01,l3,0,0
i43,e08,c4,p02,l3,0,0
i43,e08,c4,p03,l3,0,0
i43,e08,c4,p04,l3,0,0
i43,e08,c4,p05,l3,0,0
i43,e08,c4,p07,l3,0,0
i43,e08,c4,p09,l3,0,0
i43,e08,c4,p10,l3,0,0
i43,e08,c4,p11,l3,0,0
i43,e08,c4,p12,l3,0,0
i43,e08,c4,p13,l3,0,0
i43,e08,c4,p14,l3,0,0
i43,e08,c4,p15,l3,0,0
i43,e08,c4,p19,l3,0,0
i43,e08,c4,p21,l3,0,0
i43,e08,c4,p28,l3,0,0
i43,e08,c4,p29,l3,0,0
i43,e08,c4,p35,l3,0,0
i43,e08,c7,p35,l3,0,0
i43,e09,c1,p01,l3,0,0
i43,e09,c1,p02,l3,0,0
i43,e09,c1,p03,l3,0,0
i43,e09,c1,p04,l3,4,4
i43,e09,c1,p05,l3,0,0
i43,e09,c1,p06,l3,0,0
i43,e09,c1,p07,l3,1,1
i43,e09,c1,p08,l3,0,0
i43,e09,c1,p09,l3,0,0
i43,e09,c1,p10,l3,1,1
i43,e09,c1,p11,l3,0,0
i43,e09,c1,p12,l3,3,3
i43,e09,c1,p13,l3,0,0
i43,e09,c1,p14,l3,0,0
i43,e09,c1,p15,l3,0,0
i43,e09,c1,p16,l3,0,0
i43,e09,c1,p17,l3,0,0
i43,e09,c1,p18,l3,0,0
i43,e09,c1,p19,l3,0,0
i43,e09,c1,p20,l3,0,0
i43,e09,c1,p21,l3,0,0
i43,e09,c1,p22,l3,1,1
i43,e09,c1,p23,l3,0,0
i43,e09,c1,p24,l3,0,0
i43,e09,c1,p25,l3,0,0
i43,e09,c1,p26,l3,0,0
i43,e09,c1,p28,l3,0,0
i43,e09,c1,p29,l3,5,5
i43,e09,c1,p30,l3,0,0
i43,e09,c1,p31,l3,0,0
i43,e09,c1,p32,l3,0,0
i43,e09,c1,p33,l3,0,0
i43,e09,c1,p35,l3,0,0
i43,e09,c4,p01,l3,0,0
i43,e09,c4,p02,l3,0,0
i43,e09,c4,p03,l3,0,0
i43,e09,c4,p04,l3,0,0
i43,e09,c4,p05,l3,0,0
i43,e09,c4,p06,l3,0,0
i43,e09,c4,p07,l3,0,0
i43,e09,c4,p09,l3,0,0
i43,e09,c4,p10,l3,0,0
i43,e09,c4,p11,l3,0,0
i43,e09,c4,p12,l3,0,0
i43,e09,c4,p13,l3,0,0
i43,e09,c4,p14,l3,0,0
i43,e09,c4,p15,l3,0,0
i43,e09,c4,p16,l3,0,0
i43,e09,c4,p17,l3,0,0
i43,e09,c4,p18,l3,0,0
i43,e09,c4,p19,l3,0,0
i43,e09,c4,p20,l3,0,0
i43,e09,c4,p21,l3,0,0
i43,e09,c4,p22,l3,0,0
i43,e09,c4,p24,l3,0,0
i43,e09,c4,p28,l3,0,0
i43,e09,c4,p29,l3,0,0
i43,e09,c4,p32,l3,0,0
i43,e09,c4,p35,l3,0,0
i43,e09,c7,p12,l3,0,0
i43,e09,c7,p19,l3,0,0
i43,e09,c7,p35,l3,0,0
i43,e10,c1,p01,l3,0,0
i43,e10,c1,p01,l4,0,0
i43,e10,c1,p10,l2,0,0
i43,e10,c1,p10,l3,0,0
i43,e10,c1,p10,l4,0,0
i43,e11,c1,p01,l3,0,0
i43,e11,c1,p02,l3,0,0
i43,e11,c1,p03,l3,1,1
i43,e11,c1,p04,l3,0,0
i43,e11,c1,p05,l3,0,0
i43,e11,c1,p06,l3,0,0
i43,e11,c1,p07,l3,0,0
i43,e11,c1,p08,l3,0,0
i43,e11,c1,p09,l3,0,0
i43,e11,c1,p10,l3,0,0
i43,e11,c1,p11,l3,0,0
i43,e11,c1,p12,l3,0,0
i43,e11,c1,p13,l3,0,0
i43,e11,c1,p14,l3,0,0
i43,e11,c1,p15,l3,0,0
i43,e11,c1,p16,l3,0,0
i43,e11,c1,p17,l3,0,0
i43,e11,c1,p18,l3,0,0
i43,e11,c1,p19,l3,0,0
i43,e11,c1,p20,l3,0,0
i43,e11,c1,p21,l3,0,0
i43,e11,c1,p22,l3,0,0
i43,e11,c1,p23,l3,0,0
i43,e11,c1,p24,l3,0,0
i43,e11,c1,p25,l3,0,0
i43,e11,c1,p26,l3,0,0
i43,e11,c1,p28,l3,0,0
i43,e11,c1,p29,l3,0,0
i43,e11,c1,p31,l3,2,2
i43,e11,c1,p32,l3,0,0
i43,e11,c1,p35,l3,0,0
i43,e11,c4,p02,l3,0,0
i43,e11,c4,p05,l3,0,0
i43,e11,c4,p07,l3,0,0
i43,e11,c4,p09,l3,0,0
i43,e11,c4,p10,l3,0,0
i43,e11,c4,p11,l3,0,0
i43,e11,c4,p21,l3,0,0
i43,e11,c4,p35,l3,0,0
i43,e12,c1,p01,l3,0,0
i43,e12,c1,p02,l3,0,0
i43,e12,c1,p03,l3,0,0
i43,e12,c1,p04,l3,0,0
i43,e12,c1,p05,l3,0,0
i43,e12,c1,p06,l3,0,0
i43,e12,c1,p07,l3,2,2
i43,e12,c1,p08,l3,0,0
i43,e12,c1,p09,l3,0,0
i43,e12,c1,p10,l3,0,0
i43,e12,c1,p11,l3,0,0
i43,e12,c1,p12,l3,0,0
i43,e12,c1,p13,l3,0,0
i43,e12,c1,p14,l3,0,0
i43,e12,c1,p15,l3,0,0
i43,e12,c1,p16,l3,0,0
i43,e12,c1,p17,l3,0,0
i43,e12,c1,p18,l3,0,0
i43,e12,c1,p19,l3,0,0
i43,e12,c1,p20,l3,0,0
i43,e12,c1,p21,l3,0,0
i43,e12,c1,p22,l3,0,0
i43,e12,c1,p23,l3,0,0
i43,e12,c1,p24,l3,0,0
i43,e12,c1,p25,l3,0,0
i43,e12,c1,p26,l3,0,0
i43,e12,c1,p28,l3,0,0
i43,e12,c1,p29,l3,0,0
i43,e12,c1,p31,l3,0,0
i43,e12,c1,p32,l3,0,0
i43,e12,c1,p35,l3,0,0
i43,e12,c4,p01,l3,0,0
i43,e12,c4,p07,l3,0,0
i43,e12,c4,p09,l3,0,0
i43,e12,c4,p18,l3,0,0
i43,e12,c4,p19,l3,0,0
i43,e12,c4,p29,l3,0,0
i43,e12,c7,p35,l3,0,0
i44,e01,c3,p02,l3,0,0
i44,e01,c3,p03,l3,0,0
i44,e01,c3,p10,l3,0,0
i44,e01,c3,p19,l3,0,0
i44,e01,c3,p24,l3,0,0
